id,q_id,method,retrieve_text,score,source
36,12,semantic,"溫約瑟解釋，相較之下，國家或情報單位能直接取得國家遙測影像，再利用OSINT工作者所整理的車輛與地形地貌資訊，回溯時間檢視是否有拍攝到相關影像，如果有拍到也可以記錄演習場上的車輛、車種等資訊，甚至可以提前準備拍攝想取得的軍事設施地點清晰影像，「能做的事情就更多了！」

長期研究中國軍事的淡江大學國際事務與戰略研究所副教授林穎佑，則是以廣東潮州旁的福建「大埕灣」與「東山島」為例，國防部早已對外公布過這個地點是中國兩棲登陸重要演訓地點，從溫約瑟所製作的地圖中可見，使用公開免費圖資就拍到正在進行的兩棲演訓，兩棲登陸車輛後面激起的白色浪花都看得到，「解析度不足情況下都可以看到，更何況是我國自製的衛星，肯定能做到拍到更仔細的影像。」

林穎佑進一步說明，「福衛八號」陸續發射後自主遙測衛星可組成星系，每天可以經過台灣周邊3次，在白天可以拍照的時間裡面，幾小時就通過一次，只要長期固定拍攝，就能累積足夠的研析資料，提供給軍方情蒐人員，或是軍方人員主動與太空中心合作；未來如果技術更加精進，根據報載國科會主委吳誠文說到希望從現有解析度1公尺挑戰0.7公尺、甚至0.5公尺邁進，能做的分析可以更精細，例如從兩棲登陸車後方激起的白色浪花，可以判斷速度有多快，甚至針對整個演訓的編隊組成研判使用的戰術。林穎佑強調，雖然只是一張照片，但想像如果將同一個地點的照片，依據時間先後次序堆疊，這地方白天的一舉一動都可以一目了然，而且是細緻的研析軍事動作與戰術戰法。
2031年台灣將完成自主遙測衛星星系布建
「福衛八號」是台灣第一個自製的衛星星系，計畫總共要研發6顆原始解析度1公尺的光學遙測衛星，以及2顆原始解析度小於1公尺的超高解析度光學遙測衛星，2025年11月發射第一顆後，預計每年發射至少一顆，至2031年完成6顆衛星的星系布建。解析度方面，前2顆是解析度1公尺，後面4顆將朝0.7公尺努力，2顆超高解析度則是朝0.5公尺挑戰。",0.57275390625,data_05
37,13,fixed,"美國當時將居住於核試驗場附近的馬紹爾居民遷至美國本土，即使在1970及1980年代曾試圖讓他們返回，但由於部分島嶼仍有輻射污染，有些人至今未能重返家園。

美國當初花費1.05億美元（逾台幣30億元），將超過7.3萬立方公尺的放射性碎片，倒進馬紹爾群島核爆形成的彈坑中，並用巨大的混凝土穹頂覆蓋，被稱為「魯尼特圓頂」。

美國官方在1980年拍攝的魯尼特圓頂。（圖／法新社資料照）

然而，如今穹頂已出現結構弱化跡象，在海平面上升的壓力下可能產生裂縫。美國政府現在主張，建造此坑洞只是為了儲放核廢料，而非保護周遭環境免受污染",0.6767578125,data_04
38,13,sliding,"。

美國當初花費1.05億美元（逾台幣30億元），將超過7.3萬立方公尺的放射性碎片，倒進馬紹爾群島核爆形成的彈坑中，並用巨大的混凝土穹頂覆蓋，被稱為「魯尼特圓頂」。

美國官方在1980年拍攝的魯尼特圓頂。（圖／法新社資料照）

然而，如今穹頂已出現結構弱化跡象，在海平面上升的壓力下可能產生裂縫。美國政府現在主張，建造此坑洞只是為了儲放核廢料，而非保護周遭環境免受污染",0.7333984375,data_04
39,13,semantic,"美國當初花費1.05億美元（逾台幣30億元），將超過7.3萬立方公尺的放射性碎片，倒進馬紹爾群島核爆形成的彈坑中，並用巨大的混凝土穹頂覆蓋，被稱為「魯尼特圓頂」。

美國官方在1980年拍攝的魯尼特圓頂。（圖／法新社資料照）

然而，如今穹頂已出現結構弱化跡象，在海平面上升的壓力下可能產生裂縫。美國政府現在主張，建造此坑洞只是為了儲放核廢料，而非保護周遭環境免受污染。",0.72998046875,data_04
40,14,fixed,"「福衛九號」計畫啟動：全天候觀測，追求關鍵畫面不漏接
「福衛八號」預計於2031年前完成星系布建，現已規劃陸續接替「福衛五號」的遙測任務。「福衛八號」最大的特色在於它是台灣第一個以建構自主產業鏈為核心目標打造的衛星星系，從結構材料、推進次系統到光學鏡頭，整體系統84%的關鍵元件、57項核心技術由國內研製完成，幾乎涵蓋了整個衛星製造流程，展示台灣目標打入國際太空產業的決心。

除了持續為台灣進行國土監測與災害應變外，「福衛八號」也將展現在國家安全、科學研究等面向發揮更完整的功能",0.7373046875,data_02
41,14,sliding,"。「福衛八號」最大的特色在於它是台灣第一個以建構自主產業鏈為核心目標打造的衛星星系，從結構材料、推進次系統到光學鏡頭，整體系統84%的關鍵元件、57項核心技術由國內研製完成，幾乎涵蓋了整個衛星製造流程，展示台灣目標打入國際太空產業的決心。

除了持續為台灣進行國土監測與災害應變外，「福衛八號」也將展現在國家安全、科學研究等面向發揮更完整的功能",0.90234375,data_02
42,14,semantic,"溫約瑟解釋，相較之下，國家或情報單位能直接取得國家遙測影像，再利用OSINT工作者所整理的車輛與地形地貌資訊，回溯時間檢視是否有拍攝到相關影像，如果有拍到也可以記錄演習場上的車輛、車種等資訊，甚至可以提前準備拍攝想取得的軍事設施地點清晰影像，「能做的事情就更多了！」

長期研究中國軍事的淡江大學國際事務與戰略研究所副教授林穎佑，則是以廣東潮州旁的福建「大埕灣」與「東山島」為例，國防部早已對外公布過這個地點是中國兩棲登陸重要演訓地點，從溫約瑟所製作的地圖中可見，使用公開免費圖資就拍到正在進行的兩棲演訓，兩棲登陸車輛後面激起的白色浪花都看得到，「解析度不足情況下都可以看到，更何況是我國自製的衛星，肯定能做到拍到更仔細的影像。」

林穎佑進一步說明，「福衛八號」陸續發射後自主遙測衛星可組成星系，每天可以經過台灣周邊3次，在白天可以拍照的時間裡面，幾小時就通過一次，只要長期固定拍攝，就能累積足夠的研析資料，提供給軍方情蒐人員，或是軍方人員主動與太空中心合作；未來如果技術更加精進，根據報載國科會主委吳誠文說到希望從現有解析度1公尺挑戰0.7公尺、甚至0.5公尺邁進，能做的分析可以更精細，例如從兩棲登陸車後方激起的白色浪花，可以判斷速度有多快，甚至針對整個演訓的編隊組成研判使用的戰術。林穎佑強調，雖然只是一張照片，但想像如果將同一個地點的照片，依據時間先後次序堆疊，這地方白天的一舉一動都可以一目了然，而且是細緻的研析軍事動作與戰術戰法。
2031年台灣將完成自主遙測衛星星系布建
「福衛八號」是台灣第一個自製的衛星星系，計畫總共要研發6顆原始解析度1公尺的光學遙測衛星，以及2顆原始解析度小於1公尺的超高解析度光學遙測衛星，2025年11月發射第一顆後，預計每年發射至少一顆，至2031年完成6顆衛星的星系布建。解析度方面，前2顆是解析度1公尺，後面4顆將朝0.7公尺努力，2顆超高解析度則是朝0.5公尺挑戰。",0.5537109375,data_05
43,15,fixed,"消失的住院醫師
健保兆元時代，擋得住「直美」風潮與急重難科持續失血嗎？
醫院急重症人力崩塌持續擴大，20年前的內外婦兒「四大皆空」、10年前變成內外婦兒急「五大皆空」，到了今年（2025），甚至因為神經內科24小時取栓的過勞、也引發出走潮，再累加至內外婦兒急神經「六大皆空」。
《報導者》2024年年底推出《誰掏空了醫院人力》專題，以數據資料解析30年最大一波的護理人力出走潮，離開的護理師去哪裡？哪些醫院最留不住人？同時揭露，自費診所3年開了300家，成為急重症科人力巨大的磁石",0.6728515625,data_03
44,15,sliding,"消失的住院醫師
健保兆元時代，擋得住「直美」風潮與急重難科持續失血嗎？
醫院急重症人力崩塌持續擴大，20年前的內外婦兒「四大皆空」、10年前變成內外婦兒急「五大皆空」，到了今年（2025），甚至因為神經內科24小時取栓的過勞、也引發出走潮，再累加至內外婦兒急神經「六大皆空」。
《報導者》2024年年底推出《誰掏空了醫院人力》專題，以數據資料解析30年最大一波的護理人力出走潮，離開的護理師去哪裡？哪些醫院最留不住人？同時揭露，自費診所3年開了300家，成為急重症科人力巨大的磁石",0.6728515625,data_03
45,15,semantic,"消失的住院醫師
健保兆元時代，擋得住「直美」風潮與急重難科持續失血嗎？
醫院急重症人力崩塌持續擴大，20年前的內外婦兒「四大皆空」、10年前變成內外婦兒急「五大皆空」，到了今年（2025），甚至因為神經內科24小時取栓的過勞、也引發出走潮，再累加至內外婦兒急神經「六大皆空」。
《報導者》2024年年底推出《誰掏空了醫院人力》專題，以數據資料解析30年最大一波的護理人力出走潮，離開的護理師去哪裡？哪些醫院最留不住人？同時揭露，自費診所3年開了300家，成為急重症科人力巨大的磁石。",0.66455078125,data_03
46,16,fixed,"」

但也有聲音質疑，既然衛星發射都仰賴馬斯克（Elon Musk）旗下美國太空探索科技公司（SpaceX）的火箭，為什麼不連同遙測影像都跟美國購買就好？況且美國衛星技術也比台灣自主研發的更先進？吳宗信說明，每一顆衛星每天要做什麼事都需要排程，從地面下指令讓遙測衛星來執行，當經過的地點有很多事情要做的時候，就得依照優先順序，若只依靠跟美國購買遙測影像，「台灣要情蒐的影像有比美國（自己的）重要嗎？」吳宗信指出：「我們願意多花多少錢將排序往前挪？愈精細的影像要價愈貴，甚至關乎國家安全的重要事項，通常都是各國自製衛星的第一要務，購買方即使出再多錢都不見得能擠進去",0.7529296875,data_05
47,16,sliding,但也有聲音質疑，既然衛星發射都仰賴馬斯克（Elon Musk）旗下美國太空探索科技公司（SpaceX）的火箭，為什麼不連同遙測影像都跟美國購買就好？況且美國衛星技術也比台灣自主研發的更先進？吳宗信說明，每一顆衛星每天要做什麼事都需要排程，從地面下指令讓遙測衛星來執行，當經過的地點有很多事情要做的時候，就得依照優先順序，若只依靠跟美國購買遙測影像，「台灣要情蒐的影像有比美國（自己的）重要嗎？」吳宗信指出：「我們願意多花多少錢將排序往前挪？愈精細的影像要價愈貴，甚至關乎國家安全的重要事項，通常都是各國自製衛星的第一要務，購買方即使出再多錢都不見得能擠進去,0.75439453125,data_05
48,16,semantic,"溫約瑟解釋，相較之下，國家或情報單位能直接取得國家遙測影像，再利用OSINT工作者所整理的車輛與地形地貌資訊，回溯時間檢視是否有拍攝到相關影像，如果有拍到也可以記錄演習場上的車輛、車種等資訊，甚至可以提前準備拍攝想取得的軍事設施地點清晰影像，「能做的事情就更多了！」

長期研究中國軍事的淡江大學國際事務與戰略研究所副教授林穎佑，則是以廣東潮州旁的福建「大埕灣」與「東山島」為例，國防部早已對外公布過這個地點是中國兩棲登陸重要演訓地點，從溫約瑟所製作的地圖中可見，使用公開免費圖資就拍到正在進行的兩棲演訓，兩棲登陸車輛後面激起的白色浪花都看得到，「解析度不足情況下都可以看到，更何況是我國自製的衛星，肯定能做到拍到更仔細的影像。」

林穎佑進一步說明，「福衛八號」陸續發射後自主遙測衛星可組成星系，每天可以經過台灣周邊3次，在白天可以拍照的時間裡面，幾小時就通過一次，只要長期固定拍攝，就能累積足夠的研析資料，提供給軍方情蒐人員，或是軍方人員主動與太空中心合作；未來如果技術更加精進，根據報載國科會主委吳誠文說到希望從現有解析度1公尺挑戰0.7公尺、甚至0.5公尺邁進，能做的分析可以更精細，例如從兩棲登陸車後方激起的白色浪花，可以判斷速度有多快，甚至針對整個演訓的編隊組成研判使用的戰術。林穎佑強調，雖然只是一張照片，但想像如果將同一個地點的照片，依據時間先後次序堆疊，這地方白天的一舉一動都可以一目了然，而且是細緻的研析軍事動作與戰術戰法。
2031年台灣將完成自主遙測衛星星系布建
「福衛八號」是台灣第一個自製的衛星星系，計畫總共要研發6顆原始解析度1公尺的光學遙測衛星，以及2顆原始解析度小於1公尺的超高解析度光學遙測衛星，2025年11月發射第一顆後，預計每年發射至少一顆，至2031年完成6顆衛星的星系布建。解析度方面，前2顆是解析度1公尺，後面4顆將朝0.7公尺努力，2顆超高解析度則是朝0.5公尺挑戰。",0.55224609375,data_05
49,17,fixed,然而，不以專科發展為目標的年輕住院醫師，不進入醫院的選擇是什麼？由日本創造出來的名詞「直美」（Chokubi）、醫學生畢業後直接進入醫美巿場是潮流之一。「直美」規模與影響究竟有多大？在醫療生態系裡，直美醫師的誘因與風險又是什麼？我們有官方的數據以及同樣面臨這股「直美風暴」的日、韓專家跨國採訪，大家思考的防範或改革手段是什麼？我們也找到台灣首代直美醫師，他不設防的真心話，讓大家看見選擇直美醫師的多層意象,0.76953125,data_03
50,17,sliding,"。
然而，不以專科發展為目標的年輕住院醫師，不進入醫院的選擇是什麼？由日本創造出來的名詞「直美」（Chokubi）、醫學生畢業後直接進入醫美巿場是潮流之一。「直美」規模與影響究竟有多大？在醫療生態系裡，直美醫師的誘因與風險又是什麼？我們有官方的數據以及同樣面臨這股「直美風暴」的日、韓專家跨國採訪，大家思考的防範或改革手段是什麼？我們也找到台灣首代直美醫師，他不設防的真心話，讓大家看見選擇直美醫師的多層意象",0.77099609375,data_03
51,17,semantic,然而，不以專科發展為目標的年輕住院醫師，不進入醫院的選擇是什麼？由日本創造出來的名詞「直美」（Chokubi）、醫學生畢業後直接進入醫美巿場是潮流之一。「直美」規模與影響究竟有多大？在醫療生態系裡，直美醫師的誘因與風險又是什麼？我們有官方的數據以及同樣面臨這股「直美風暴」的日、韓專家跨國採訪，大家思考的防範或改革手段是什麼？我們也找到台灣首代直美醫師，他不設防的真心話，讓大家看見選擇直美醫師的多層意象。,0.75927734375,data_03
52,18,fixed,"除了核彈爆炸當下產生的致命性破壞外，大氣層核試驗會使放射性落塵隨氣流擴散至更遙遠的地區，污染表層土壤；即使是在地下進行核試，這些粒子仍會在高壓下進入大氣層。

由於放射性落塵中的核分裂產物半衰期差異大，因此造成長期的輻射殘留。有些核分裂產物半衰期極短，只有幾分之一秒，但少數的半衰期長到可在數年內對人類及環境構成威脅。

例如放射性物質「鍶-90」半衰期達28年，會在生物骨骼中積聚，並導致腫瘤、白血病和其他血液疾病；銫-137的半衰期為30年，可能導致生殖腺輻射暴露與基因損傷；鈽-​​239半衰期則長達2.44萬年，即使只攝取1微克，也會造成骨骼及肺部腫瘤等嚴重危害",0.701171875,data_04
53,18,sliding,"。

例如放射性物質「鍶-90」半衰期達28年，會在生物骨骼中積聚，並導致腫瘤、白血病和其他血液疾病；銫-137的半衰期為30年，可能導致生殖腺輻射暴露與基因損傷；鈽-​​239半衰期則長達2.44萬年，即使只攝取1微克，也會造成骨骼及肺部腫瘤等嚴重危害。

此外，也有學者指出，這些放射性同位素會殘留在土壤及水中，進而入侵動植物體內、在食物鏈累積。德國一項對野豬體內銫污染的研究發現，其中有68%可追溯至全球各地進行的核試驗",0.7900390625,data_04
54,18,semantic,"台灣的太空之眼：「福衛八號」進擊之路

回到地面，我們看到的這些衛星影像，來自國家太空中心一座不眠不休的機房，他們把衛星回傳的一包包數據，解碼、校正、重組成可以被讀懂的地表語言，比如崩塌的山坡、被海水淹沒的村落、油汙蔓延的海岸線。

如今，這套技術不僅讓台灣能夠監測自己的土地，也能讓我們在世界各地發生災害的第一時間，即時提供關鍵資訊，衛星影像正在成為台灣參與國際的新語言。

從太空到地表的連線：衛星傳輸後的影像處理中心解碼、校正
走進國家太空中心的影像處理中心，隔著玻璃窗，我們看見機房裡頭擺放著20多櫃資料處理系統，其中包含3部超級電腦，這些電腦的用途是針對衛星進行任務排程、資料管理、接收，以及成像處理與品質驗證。接下來當「齊柏林衛星」完成拍攝、將資料傳回地面接收站後，影像處理中心人員就會將這些訊號數據解碼、校正與重組，拼貼成一幀幀能夠講述地表故事的照片。

校正流程分為「輻射校正」與「幾何校正」，前者是為了修正大氣或儀器本身帶來的系統性偏差，讓每個像素都能夠反映真實的光強度；後者則是搭配地理影像控制與數值地形模型，校準每一張影像的地理坐標，使其能與地圖、地形精準重疊。當山脈的輪廓開始對齊、河流與建築的位置對焦回現實，影像才能用於防災、救災或是地理研究等實際應用情境。

影像處理中心衛星資料處理組組長張莉雪表示，目前與太空中心合作的客戶有超過9成來自政府部門，「福衛五號」所拍攝的影像多數用於國土監測，包含崩塌地或是農業用地的土地利用監測等。當像是馬太鞍溪堰塞湖潰壩這樣的緊急災害事件發生時，衛星影像也可以比對出地表變化。",0.27392578125,data_02
55,19,fixed,"「新一輪核武威脅時代」將來臨？
瑞典智庫斯德哥爾摩國際和平研究所（SIPRI）發布《2025全球核力量年鑑》指出，截至2025年1月，全球約有1萬2241枚核彈頭，其中9614枚屬可供實際部署的軍事庫存，且約有2100枚已搭載在彈道飛彈上，代表處於高度戰備狀態。

報告也分析，美、俄、英、法、中國、印度、巴基斯坦、北韓及以色列等9個擁核國，都仍計畫擴增核武庫，並退出軍備控制協議，加上美俄之間最後一份協議《新削減戰略武器條約》將於2026年2月到期，代表全球已開啟新一輪核武威脅時代。

如今的核武威脅達到冷戰以來的高峰，世界地緣政治局勢也比以往任何時候更動盪不安",0.697265625,data_04
56,19,sliding,"。

「新一輪核武威脅時代」將來臨？
瑞典智庫斯德哥爾摩國際和平研究所（SIPRI）發布《2025全球核力量年鑑》指出，截至2025年1月，全球約有1萬2241枚核彈頭，其中9614枚屬可供實際部署的軍事庫存，且約有2100枚已搭載在彈道飛彈上，代表處於高度戰備狀態。

報告也分析，美、俄、英、法、中國、印度、巴基斯坦、北韓及以色列等9個擁核國，都仍計畫擴增核武庫，並退出軍備控制協議，加上美俄之間最後一份協議《新削減戰略武器條約》將於2026年2月到期，代表全球已開啟新一輪核武威脅時代",0.669921875,data_04
57,19,semantic,"「新一輪核武威脅時代」將來臨？
瑞典智庫斯德哥爾摩國際和平研究所（SIPRI）發布《2025全球核力量年鑑》指出，截至2025年1月，全球約有1萬2241枚核彈頭，其中9614枚屬可供實際部署的軍事庫存，且約有2100枚已搭載在彈道飛彈上，代表處於高度戰備狀態。

報告也分析，美、俄、英、法、中國、印度、巴基斯坦、北韓及以色列等9個擁核國，都仍計畫擴增核武庫，並退出軍備控制協議，加上美俄之間最後一份協議《新削減戰略武器條約》將於2026年2月到期，代表全球已開啟新一輪核武威脅時代。",0.70068359375,data_04
58,20,fixed,"這些工作長期以來「只能做不能說」，《報導者》這次專訪國家太空中心（TASA）談起這項國安任務，並訪問軍事專家分析，未來「福衛八號」搭配其他商用衛星，能幫台灣的國家安全做什麼？
2025年7月，「福衛八號」正在緊鑼密鼓進行各項測試時，《報導者》獲准進入國家太空中心整測廠房採訪。進入前規定所有人員一律換上無塵衣，更得在空氣浴塵室（air shower）以高速噴氣將衣服物品附著的灰塵、靜電清除乾淨，並把手機等通訊產品都要交出鎖在櫃子統一管制才能踏進廠房──「福衛八號」構造有部分設計屬於機密等級，因此管制與晶圓廠類似，衛星資料處理組更是國家資安A級單位",0.62841796875,data_05
59,20,sliding,台灣發展衛星計畫，主要分成科學酬載、氣象衛星、遙測衛星三大類，其中遙測衛星已從最早的「福爾摩沙衛星二號」（簡稱「福衛二號」），進入還在服役的「福爾摩沙衛星五號」（簡稱「福衛五號」），以及預計在2025年11月29日發射的「福爾摩沙衛星八號」（簡稱「福衛八號」），它們除了守護台灣之外，其實還有一項重要的國安任務──總統賴清德在出席「福衛八號」起運至美國的典禮中也提到「國家安全」──靠著長期累積的取像，能進行更多情報研析，甚至解讀解放軍的各種軍事動作,0.6435546875,data_05
60,20,semantic,"溫約瑟解釋，相較之下，國家或情報單位能直接取得國家遙測影像，再利用OSINT工作者所整理的車輛與地形地貌資訊，回溯時間檢視是否有拍攝到相關影像，如果有拍到也可以記錄演習場上的車輛、車種等資訊，甚至可以提前準備拍攝想取得的軍事設施地點清晰影像，「能做的事情就更多了！」

長期研究中國軍事的淡江大學國際事務與戰略研究所副教授林穎佑，則是以廣東潮州旁的福建「大埕灣」與「東山島」為例，國防部早已對外公布過這個地點是中國兩棲登陸重要演訓地點，從溫約瑟所製作的地圖中可見，使用公開免費圖資就拍到正在進行的兩棲演訓，兩棲登陸車輛後面激起的白色浪花都看得到，「解析度不足情況下都可以看到，更何況是我國自製的衛星，肯定能做到拍到更仔細的影像。」

林穎佑進一步說明，「福衛八號」陸續發射後自主遙測衛星可組成星系，每天可以經過台灣周邊3次，在白天可以拍照的時間裡面，幾小時就通過一次，只要長期固定拍攝，就能累積足夠的研析資料，提供給軍方情蒐人員，或是軍方人員主動與太空中心合作；未來如果技術更加精進，根據報載國科會主委吳誠文說到希望從現有解析度1公尺挑戰0.7公尺、甚至0.5公尺邁進，能做的分析可以更精細，例如從兩棲登陸車後方激起的白色浪花，可以判斷速度有多快，甚至針對整個演訓的編隊組成研判使用的戰術。林穎佑強調，雖然只是一張照片，但想像如果將同一個地點的照片，依據時間先後次序堆疊，這地方白天的一舉一動都可以一目了然，而且是細緻的研析軍事動作與戰術戰法。
2031年台灣將完成自主遙測衛星星系布建
「福衛八號」是台灣第一個自製的衛星星系，計畫總共要研發6顆原始解析度1公尺的光學遙測衛星，以及2顆原始解析度小於1公尺的超高解析度光學遙測衛星，2025年11月發射第一顆後，預計每年發射至少一顆，至2031年完成6顆衛星的星系布建。解析度方面，前2顆是解析度1公尺，後面4顆將朝0.7公尺努力，2顆超高解析度則是朝0.5公尺挑戰。",0.69189453125,data_05
